OG_OXFORD_TEXT,OXFORD_TEXT,GREEN_SCANSION,V1_SCANSION,V2_SCANSION,GREEN_SYLLABLES,V1_SYLLABLES,V2_SYLLABLES,V1_MATCHES_GREEN,V2_MATCHES_GREEN
"“ ‘O god, that at thy disposicioun",O god that at thy disposicioun,u S u S u SuSuS,u S u S u SuSuS,u S u S u SuSuS,10,10,10,1,1
"Ledest the fin, by juste purveiaunce",Ledest the fin by juste purveiaunce,uS u S u Su SuSx,uS u S u Su SuSx,uS u S u Su SuSx,10,10,10,1,1
"Of every wight, my lowe confessioun",Of every wight my lowe confessioun,u Sxu S u Sx uSuS,u Sxu S u Sx uSuS,u Su S u Sx uSuS,10,10,10,1,1
"Accepte in gree, and send me swich penaunce",Accepte in gree and send me swich penaunce,uSx u S u S u S uSx,uSx u S u S u S uSx,uSx u S u S u S uSx,10,10,10,1,1
"As liketh thee, but from desesperaunce",As liketh thee but from desesperaunce,u Su S u S uSuSx,u Su S u S uSuSx,u Su S u S uSuSx,10,10,10,1,1
That may my goost departe awey fro thee,That may my goost departe awey fro thee,u S u S uSx uS u S,u S u S uSx uS u S,u S u S uSx uS u S,10,10,10,1,1
"Thou be my sheld, for thy benignitee.",Thou be my sheld for thy benignitee,u S u S u S uSuS,u S u S u S uSuS,u S u S u S uSuS,10,10,10,1,1
"“ ‘For certes, lord, so sore hath she me wounded",For certes lord so sore hath she me wounded,u Su S u Sx u S u Su,u Su S u Sx u x S uS,u Su S u Sx u x S uS,11,10,10,0,0
"That stod in blak, with loking of hir yën",That stod in blak with loking of hir yn,u S u S u Su S u S,u S u S u Su S u S,u S u S u Su S u S,10,10,10,1,1
That to min hertes botme it is ysounded,That to min hertes botme it is ysounded,u S u Su Sx u S uSu,u S u Su Sx u S uSx,u S u Su Sx u S uSu,11,10,11,0,1
Thorugh which I woot that I mot nedes dyen;,Thorugh which I woot that I mot nedes dyen,u S u S u S u Su S,uS u S u S u S ux Su,uS u S u S u S ux Su,10,11,11,0,0
This is the worste: I dar me not biwrien;,This is the worste I dar me not biwrien,u S u Sx u S u S uS,u S u Sx u S x u SuS,u S u Sx u S u S uSu,10,10,11,0,0
And wel the hotter been the gledes rede,And wel the hotter been the gledes rede,u S u Su S u Su Sx,u S u Su S u Su Sx,u S u Su S u Su Sx,10,10,10,1,1
That men hem wrien with asshen pale and dede.’,That men hem wrien with asshen pale and dede,u S u S u Su S u S,u S u Su S uS ux S xx,u S u Su S uS ux S ux,10,10,11,0,0
With that he smoot his heed adoun anoon,With that he smoot his heed adoun anoon,u S u S u S uS uS,u S u S u S uS uS,u S u S u S uS uS,10,10,10,1,1
"And gan to motre, I noot what, trewely.",And gan to motre I noot what trewely,u S u Sx u S u SuS,u S u Sx u S u SuS,u S u Sx u S u SuS,10,10,10,1,1
And I with that gan stille awey to goon,And I with that gan stille awey to goon,u S u S u Sx uS u S,u S u S u Sx uS u S,u S u S u Sx uS u S,10,10,10,1,1
And leet therof as nothing wist hadde I,And leet therof as nothing wist hadde I,u S uS u Su S ux S,u S uS u Su S ux S,u S uS u Su S ux S,10,10,10,1,1
And come ayein anoon and stood him by,And come ayein anoon and stood him by,u Sx uS uS u S u S,u Sx uS uS u S u S,u Sx uS uS u S u S,10,10,10,1,1
"And seide, ‘Awake, ye slepen al to longe;",And seide Awake ye slepen al to longe,u Sx uSx u Su S u Sx,u Sx uSx u Su S u Sx,u Sx uSx u Su S u Sx,10,10,10,1,1
It semeth nat that love dooth yow longe,It semeth nat that love dooth yow longe,u Su S u Su S u Sx,u Su S u Su S u Sx,u Su S u Su S u Sx,10,10,10,1,1
“ ‘That slepen so that no man may yow wake.,That slepen so that no man may yow wake,u Su S u S u S u Sx,u Su S u S u S u Sx,u Su S u S u S u Sx,10,10,10,1,1
Who sey evere or this so dul a man?’,Who sey evere or this so dul a man,u S uSx u S u S u S,u S uSx u S u S u S,u S uSx u S u S u S,10,10,10,1,1
"‘Ye, freend,’ quod he, ‘do ye your hedes ake",Ye freend quod he do ye your hedes ake,u S u S u S u Su Sx,u S u S u S u Su Sx,u S u S u S u Su Sx,10,10,10,1,1
"For love, and lat me liven as I can.’",For love and lat me liven as I can,u Sx u S u Su S u S,u Sx u S u Su S u S,u Sx u S u Su S u S,10,10,10,1,1
But though that he for wo was pale and wan,But though that he for wo was pale and wan,u S u S u S u Sx u S,u S u S u S u Sx u S,u S u S u S u Sx u S,10,10,10,1,1
Yet made he tho as fresh a contenaunce,Yet made he tho as fresh a contenaunce,u Sx u S u S u SuSx,u Sx u S u S u SuSx,u Sx u S u S u SuSx,10,10,10,1,1
As though he shulde have led the newe daunce.,As though he shulde have led the newe daunce,u S u Sx ux S u Su Sx,u S u Sx ux S u Su Sx,u S u Sx ux S u Su Sx,10,10,10,1,1
"“This passed forth, til now, this other day",This passed forth til now this other day,u Su S u S u Su S,u Su S u S u Su S,u Su S u S u Su S,10,10,10,1,1
It fel that I com roming al allone,It fel that I com roming al allone,u S u S u Su S uSx,u S u S u Su S uSx,u S u S u Su S uSx,10,10,10,1,1
"Into his chaumbre, and fond how that he lay",Into his chaumbre and fond how that he lay,uS u Sx u S u S u S,uS u Sx u S u S u S,uS u Sx u S u S u S,10,10,10,1,1
Upon his bed; but man so sore grone,Upon his bed but man so sore grone,uS u S u S u Su Sx,uS u S u S u Su Sx,uS u S u S u Su Sx,10,10,10,1,1
"Ne herde I never, and what that was his mone",Ne herde I never and what that was his mone,u Sx u S u S u S u Sx,u Sx u S u S u S u Sx,u Sx u Su S u S u S ux,10,10,11,1,0
"Ne wiste I nought; for, as I was cominge",Ne wiste I nought for as I was cominge,u Sx u S u S u S uSx,u Sx u S u S u S uSx,u Sx u S u S u S uSx,10,10,10,1,1
Al sodeinly he lefte his compleininge.,Al sodeinly he lefte his compleininge,u SuS u Sx u SuSx,u SuS u Sx u SuSx,u SuS u Sx u SuSx,10,10,10,1,1
“Of which I took somewhat suspecioun,Of which I took somewhat suspecioun,u S u S uS uSuS,     ,u S u S uSu SuSu,10,0,11,0,0
"And neer I com, and fond he wepte sore;",And neer I com and fond he wepte sore,u S u S u S u Su Sx,u S u S u S u Su Sx,u S u S u S u Su Sx,10,10,10,1,1
And God so wis be my savacioun,And God so wis be my savacioun,u S u S u S uSuS,u S u S u S uSuS,u S u S u S uSuS,10,10,10,1,1
As nevere of thing hadde I no routhe more.,As nevere of thing hadde I no routhe more,u Sux S u Sx u S ux Sx,u Sux S u Sx u S ux Sx,u Sux S u Sx u S ux Sx,10,10,10,1,1
"For neither with engin, ne with no lore",For neither with engin ne with no lore,u Su S uS u S u Sx,u Su S uS u S u Sx,u Su S uS u S u Sx,10,10,10,1,1
Unethes mighte I fro the deth him kepe;,Unethes mighte I fro the deth him kepe,uSu Sx u S u S u Sx,uSu Sx u S u S u Sx,uSu Sx u S u S u Sx,10,10,10,1,1
That yet fele I min herte for him wepe.,That yet fele I min herte for him wepe,u S ux S u Su S u Sx,u S ux S u Su S u Sx,u S ux S u Su S u Sx,10,10,10,1,1
"“And God wot, nevere, sith that I was born",And God wot nevere sith that I was born,u S u Sux S u S u S,u S u Sux S u S u S,u S u Sux S u S u S,10,10,10,1,1
Was I so bisy no man for to preche,Was I so bisy no man for to preche,u S u Su S u S u Sx,u S u Su S u S u Sx,u S u Su S u S u Sx,10,10,10,1,1
Ne never was to wight so depe ysworn,Ne never was to wight so depe ysworn,u Su S u S u Sx uS,u Su S u S u Sx uS,u Su S u S u Sx uS,10,10,10,1,1
Or he me tolde who might been his leche.,Or he me tolde who might been his leche,u S u Su S u S u Sx,u S u Su S u S u Sx,u S u Su S u S u Sx,10,10,10,1,1
But now to yow rehersen al his speche,But now to yow rehersen al his speche,u S u S uSu S u Sx,u S u S uSu S u Sx,u S u S uSu S u Sx,10,10,10,1,1
Or alle his woful wordes for to soune,Or alle his woful wordes for to soune,u Sx u Su Su S u Sx,u Sx u Su Su S u Sx,u Sx u Su Su S u Sx,10,10,10,1,1
"Ne bid me not, but ye wol see me swowne.",Ne bid me not but ye wol see me swowne,u S u S u S u S u Sx,u S u S u S u S u Sx,u S u S u S u S u Sx,10,10,10,1,1
"“But for to save his lif, and elles nought",But for to save his lif and elles nought,u S u Sx u S u Su S,u S u Sx u S u Su S,u S u Sx u S u Su S,10,10,10,1,1
"And to non harm of yow, thus am I driven;",And to non harm of yow thus am I driven,u S u S u S u S u Su,u S u S u S u S u Su,u S u S u S u S u Su,11,11,11,1,1
And for the love of God that us hath wrought,And for the love of God that us hath wrought,u S u Sx u S u S u S,u S u Sx u S u S u S,u S u Sx u S u S u S,10,10,10,1,1
"Swich chere him dooth, that he and I may liven.",Swich chere him dooth that he and I may liven,u Sx u S u S u S u Su,u Sx u S u S u S u Su,u Sx u S u S u S u Su,11,11,11,1,1
Now have I plat to yow min herte schriven;,Now have I plat to yow min herte schriven,u Sx u S u S u Su Su,u Sx u S u S u Sx uS,u Sx u S u S u Sx uS,11,10,10,0,0
And sin ye woot that min entente is clene,And sin ye woot that min entente is clene,u S u S u S uSx u Sx,u S u S u S uSx u Sx,u S u S u S uSx u Sx,10,10,10,1,1
"Tak hede therof, for I non ivel mene.",Tak hede therof for I non ivel mene,u Sx uS u S u Su Sx,u Sx uS u S u Su Sx,u Sx uS u S u Su Sx,10,10,10,1,1
"“And right good thrift, I pray to God, have ye",And right good thrift I pray to God have ye,u S u S u S u S ux S,u S u S u S u S ux S,u S u S u S u S ux S,10,10,10,1,1
That han swich oon ycaught withoute net;,That han swich oon ycaught withoute net,u S u S uS uSu S,u S u S uS uSu S,u S u S uS uSu S,10,10,10,1,1
"And be ye wis, as ye ben fair to see",And be ye wis as ye ben fair to see,u S u S u S u S u S,u S u S u S u S u S,u S u S u S u S u S,10,10,10,1,1
Wel in the ring than is the ruby set.,Wel in the ring than is the ruby set,u S u S u S u Su S,u S u S u S u Su S,u S u S u S u Su S,10,10,10,1,1
Ther were never two so wel ymet,Ther were never two so wel ymet,u Su Su S u S uS,u Su Su S u S uS,u Su Su S u S uS,10,10,10,1,1
"Whan ye ben his al hool, as he is youre:",Whan ye ben his al hool as he is youre,u S u S u S u S u Sx,u S u S u S u S u Sx,u S u S u S u S u Sx,10,10,10,1,1
Ther mighty God yet graunte us see that houre!”,Ther mighty God yet graunte us see that houre,u Su S u Sx u S u Sx,u Su S u Sx u S u Sx,u Su S u Sx u S u Sx,10,10,10,1,1
"“Nay, therof spak I not, a, ha!” quod she",Nay therof spak I not a ha quod she,u Su S u S u S u S,u Su S u S u S u S,u Su S u S u S u S,10,10,10,1,1
"“As help me God, ye shenden every deel!”",As help me God ye shenden every deel,u S u S u Su Su S,u S x u S uS uSu S,u S u S u Su Su S,10,10,10,0,1
"“O mercy, dere nece,” anoon quod he",O mercy dere nece anoon quod he,u Su Su Sx uS u S,u Su Su Sx uS u S,u Su Su Sx uS u S,10,10,10,1,1
"“Whatso I spak, I mente nought but weel",Whatso I spak I mente nought but weel,uS u S u Su S u S,uS u S u Su S u S,uS u S u Su S u S,10,10,10,1,1
"By Mars the god, that helmed is of steel;",By Mars the god that helmed is of steel,u S u S u Su S u S,u S u S u Su S u S,u S u S u Su S u S,10,10,10,1,1
"Now beth nought wrooth, my blood, my nece dere.”",Now beth nought wrooth my blood my nece dere,u S u S u S u Su Sx,u S u S u S u Su Sx,u S u S u S u Su Sx,10,10,10,1,1
"“Now wel,” quod she, “foryeven be it here!”",Now wel quod she foryeven be it here,u S u S uSu S u Sx,u S u S uSu S u Sx,u S u x SuSu S u Sx,10,10,10,1,0
"With this he took his leve, and hoom he wente;",With this he took his leve and hoom he wente,u S u S u Sx u S u Sx,u S u S u Sx u S u Sx,u S u S u Sx u S u Sx,10,10,10,1,1
"And Lord, how he was glad and wel bigoon!",And Lord how he was glad and wel bigoon,u S u S u S u S uS,u S u S u S u S uS,u S u S u S u S uS,10,10,10,1,1
"Criseyde aroos, no lenger she ne stente",Criseyde aroos no lenger she ne stente,uSx uS u Su S u Sx,uSx uS u Su S u Sx,uSx uS u Su S u Sx,10,10,10,1,1
But streght into hir closet wente anoon,But streght into hir closet wente anoon,u S uS u Su Sx uS,u S uS u Su Sx uS,u S uS u Su Sx uS,10,10,10,1,1
And sette hir doun as stille as any stoon,And sette hir doun as stille as any stoon,u Sx u S u Sx u Su S,u Sx u S u Sx u Su S,u Sx u S u Sx u Su S,10,10,10,1,1
And every word gan up and doun to winde,And every word gan up and doun to winde,u Sxu S u S u S u Sx,u Sxu S u S u S u Sx,u Su S u S u S u Sx,10,10,10,1,1
"That he had seid, as it com hir to minde;",That he had seid as it com hir to minde,u S u S u S u S u Sx,u S u S u S u S u Sx,u S u S u S u S u Sx,10,10,10,1,1
And wex somdel astonied in hir thought,And wex somdel astonied in hir thought,u S uS uSu S u S,      ,u S uS uSuS u S u,10,0,11,0,0
Right for the newe cas; but whan that she,Right for the newe cas but whan that she,u S u Su S u S u S,u S u Su S u S u S,u S u Su S u S u S,10,10,10,1,1
"Was ful avised, tho fond she right nought",Was ful avised tho fond she right nought,u S uSu S u S u S,u S uSu S u S u S,u S uSu S u S u S,10,10,10,1,1
"Of peril, why she oughte afered be.",Of peril why she oughte afered be,u Su S u Sx uSu S,u Su S u Sx uSu S,u Su S u Sx uSu S,10,10,10,1,1
"For man may love, of possibilitee",For man may love of possibilitee,u S u Sx u SuSuS,u S u Sx u SuSuS,u S u Sx u SuSuS,10,10,10,1,1
"A womman so, his herte may tobreste",A womman so his herte may tobreste,u Su S u Su S uSx,u Su S u Su S uSx,u Su S u Su S uSx,10,10,10,1,1
"And she nought love ayein, but if hir leste.",And she nought love ayein but if hir leste,u S u Sx uS u S u Sx,u S u Sx uS u S u Sx,u S u Sx uS u S u Sx,10,10,10,1,1
But as she sat allone and thoughte thus,But as she sat allone and thoughte thus,u S u S uSx u Su S,u S u S uSx u Su S,u S u S uSx u Su S,10,10,10,1,1
Th’ascry aroos at skarmish al withoute,Th ascry aroos at skarmish al withoute,x uS uS u Su S uSx, uS uS u Su S uSx, uS uS u Su S uSx,10,10,10,1,1
"And men cride in the strete, “See, Troilus",And men cride in the strete See Troilus,u S ux S u Sx u SuS,u S ux S u Sx u SuS,u S ux S u Sx u SuS,10,10,10,1,1
Hath right now put to flight the Grekes route!”,Hath right now put to flight the Grekes route,u S u S u S u Su Sx,u S u S u S u Su Sx,u S u S u S u Su Sx,10,10,10,1,1
With that gan al hir meinee for to shoute,With that gan al hir meinee for to shoute,u S u S u Su S u Sx,u S u S u Su S u Sx,u S u S u Su S u Sx,10,10,10,1,1
"“A! go we see, caste up the yates wide;",A go we see caste up the yates wide,u S u S ux S u Su Sx,u S u S ux S u Su Sx,u S u S ux S u Su Sx,10,10,10,1,1
For thurgh this strete he moot to palais ride;,For thurgh this strete he moot to palais ride,u S u Sx u S u Su Sx,u S u Sx u S u Su Sx,u S u Sx u S u Su Sx,10,10,10,1,1
“For other wey is fro the yate noon,For other wey is fro the yate noon,u Su S u S u Su S,u Su S u S u Su S,u Su S u S u Su S,10,10,10,1,1
"Of Dardanus, ther open is the cheine.”",Of Dardanus ther open is the cheine,u SuS u Su S u Sx,u SuS u Su S u Sx,u SuS u Su S u Sx,10,10,10,1,1
With that com he and al his folk anoon,With that com he and al his folk anoon,u S u S u S u S uS,u S u S u S u S uS,u S u S u S u S uS,10,10,10,1,1
"An esy pas ridinge, in routes tweine",An esy pas ridinge in routes tweine,u Su S uSx u Su Sx,u Su S uSx u Su Sx,u Su S uSx u Su Sx,10,10,10,1,1
"Right as his happy day was, sooth to seyne",Right as his happy day was sooth to seyne,u S u Su S u S u Sx,u S u Su S u S u Sx,u S u Su S u S u Sx,10,10,10,1,1
"For which, men say, may nought disturbed be",For which men say may nought disturbed be,u S u S u S uSu S,u S u S u S uSu S,u S u S u S uSu S,10,10,10,1,1
That shal bitiden of necessitee.,That shal bitiden of necessitee,u S uSu S uSuS,u S uSu S uSuS,u S uSu S uSuS,10,10,10,1,1
This Troilus sat on his baye stede,This Troilus sat on his baye stede,u SuS S S u Su Sx,S uSu S u S u Sx,S uSu S u S u Sx,10,9,9,0,0
"Al armed, save his hed, ful richely",Al armed save his hed ful richely,u Su Sx u S u SuS,u Su Sx u S u SuS,u Su Sx u S u SuS,10,10,10,1,1
"And wounded was his hors, and gan to blede",And wounded was his hors and gan to blede,u Su S u S u S u Sx,u Su S u S u S u Sx,u Su S u S u S u Sx,10,10,10,1,1
"On whiche he rood a pas, ful softely;",On whiche he rood a pas ful softely,u Sx u S u S u SuS,u Sx u S u S u SuS,u Sx u S u S u SuS,10,10,10,1,1
"But swich a knightly sighte, trewely",But swich a knightly sighte trewely,u S u Su Su SuS,u S u Su Su SuS,u S u Su Su SuS,10,10,10,1,1
"As was on him, was nought, withouten faile",As was on him was nought withouten faile,u S u S u S uSu Sx,u S u S u S uSu Sx,u S u S u S uSu Sx,10,10,10,1,1
"To loke on Mars, that god is of bataile.",To loke on Mars that god is of bataile,u Sx u S u S u S uSx,u Sx u S u S u S uSx,u Sx u S u S u S uSx,10,10,10,1,1
So lik a man of armes and a knight,So lik a man of armes and a knight,u S u S u Su S u S,u S u S u Su S u S,u S u S u Su S u S,10,10,10,1,1
"He was to seen, fulfild of heigh prowesse;",He was to seen fulfild of heigh prowesse,u S u S uS u S uSx,u S u S uS u S uSx,u S u S uS u S uSx,10,10,10,1,1
For bothe he hadde a body and a might,For bothe he hadde a body and a might,u Sx u Sx u Su S u S,u Sx u Sx u Su S u S,u Sx u Sx u Su S u S,10,10,10,1,1
"To doon a thing, as wel as hardinesse;",To doon a thing as wel as hardinesse,u S u S u S u SuSx,u S u S u S u SuSx,u S u S u S u SuSx,10,10,10,1,1
And eek to seen him in his gere him dresse,And eek to seen him in his gere him dresse,u S u S u S u Sx u Sx,u S u S u S u Sx u Sx,u S u S u S u Sx u Sx,10,10,10,1,1
"So fresh, so yong, so weldy semed he",So fresh so yong so weldy semed he,u S u S u Su Su S,u S u S u Su Su S,u S u S u Su Su S,10,10,10,1,1
It was an heven upon him for to see.,It was an heven upon him for to see,u S u S uS u S u S,u S u S uS u S u S,u S u Su Su S u S u,10,10,11,1,0
His helm tohewen was in twenty places,His helm tohewen was in twenty places,u S uSu S u Su Sx,u S uSu S u Su Sx,u S uSu S u Su Su,10,10,11,1,0
"That by a tissew heng, his bak bihinde",That by a tissew heng his bak bihinde,u S u Su S u S uSx,u S u Su S u S uSx,u S u Su S u S uSx,10,10,10,1,1
His sheld todasshed was with swerdes and maces,His sheld todasshed was with swerdes and maces,u S uSu S u Sx u Sx,u S uSu S u Sx u Sx,u S uSu S u Su S ux,10,10,11,1,0
In which men mighte many an arwe finde,In which men mighte many an arwe finde,u S u Su Sx u Su Sx,u S u Sx uS u Su Sx,u S u Sx uS u Su Sx,10,10,10,0,0
That thirled hadde horn and nerf and rinde;,That thirled hadde horn and nerf and rinde,u Su Su S u S u Sx,u Su Su S u S u Sx,u Su Su S u S u Sx,10,10,10,1,1
"And ay the peple cride, “Here cometh our joye",And ay the peple cride Here cometh our joye,u S u Su S u Sx u S,u S u Sx ux Sx ux S uS,u S u Sx ux Sx uS u Su,10,10,11,0,0
"And, next his brother, holder up of Troye!”",And next his brother holder up of Troye,u S u Su Su S u Sx,u S u Su Sx u S uS,u S u Su Su S u Su,10,10,11,0,0
For which he wex a litel reed for shame,For which he wex a litel reed for shame,u S u S u Su S u Sx,u S u S u Su S u Sx,u S u S u Su S u Sx,10,10,10,1,1
Whan he the peple upon him herde crien,Whan he the peple upon him herde crien,u S u Sx uS u Su Su,u S u Sx uS u Sx uS,u S u Sx uS u Sx uS,11,10,10,0,0
That to biholde it was a noble game,That to biholde it was a noble game,u S uSx u S u Su Sx,u S uSx u S u Su Sx,u S uSx u S u Su Sx,10,10,10,1,1
How sobreliche he caste doun his yën.,How sobreliche he caste doun his yn,u SuSx u Su S u Su,u SuSx u Su S u S,u SuSx u Su S u S,11,10,10,0,0
Criseyda gan al his chere aspien,Criseyda gan al his chere aspien,uSu S S u S uSu,uSu S u S ux SuS,uSu S u S ux SuS,10,10,10,0,0
And leet so softe it in hir herte sinke,And leet so softe it in hir herte sinke,u S u Sx u S u Su Sx,u S u Sx u S u Su Sx,u S u Sx u S u Su Sx,10,10,10,1,1
"That to hirself she seid, “Who yaf me drinke?”",That to hirself she seid Who yaf me drinke,u S uS u S u S u Sx,u S uS u S u S u Sx,u S uS u S u S u Sx,10,10,10,1,1
For of hir owene thought she wex al reed,For of hir owene thought she wex al reed,u S u Sux S u S u S,u S u Sux S u S u S,u S u Sux S u S u S,10,10,10,1,1
