headword,word,tag,line_number,filename,context,text_type,source_file
waiten,wayte,v%imp,The Wife of Bath's Prologue 517,data/riverside_cats/WBPro_riv.cat,Wayte what thyng we may nat lightly have,RIVERSIDE,WBPro_gui_complete.csv
mouen,may,v%pr_pl,The Wife of Bath's Prologue 517,data/riverside_cats/WBPro_riv.cat,Wayte what thyng we may nat lightly have,RIVERSIDE,WBPro_gui_complete.csv
willen,wol,v%pr_pl,The Wife of Bath's Prologue 518,data/riverside_cats/WBPro_riv.cat,Therafter wol we crie al day and crave,RIVERSIDE,WBPro_gui_complete.csv
willen,wol,v%pr_pl,The Wife of Bath's Prologue 520,data/riverside_cats/WBPro_riv.cat,Preesse on us faste and thanne wol we fle,RIVERSIDE,WBPro_gui_complete.csv
outen,oute,v%pr_pl,The Wife of Bath's Prologue 521,data/riverside_cats/WBPro_riv.cat,With daunger oute we al oure chaffare,RIVERSIDE,WBPro_gui_complete.csv
haven,han,v%inf,The Wife of Bath's Prologue 535,data/riverside_cats/WBPro_riv.cat,Or doon a thyng that sholde han cost his lyf,RIVERSIDE,WBPro_gui_complete.csv
haven,han,v%inf,The Wife of Bath's Prologue 538,data/riverside_cats/WBPro_riv.cat,I wolde han toold his conseil every deel,RIVERSIDE,WBPro_gui_complete.csv
freten,frete,v%pr_pl,The Wife of Bath's Prologue 561,data/riverside_cats/WBPro_riv.cat,Upon my peril frete hem never a deel,RIVERSIDE,WBPro_gui_complete.csv
walken,walked,v%pt_pl,The Wife of Bath's Prologue 564,data/riverside_cats/WBPro_riv.cat,I seye that in the feeldes walked we,RIVERSIDE,WBPro_gui_complete.csv
haven,hadde,v%pt_pl,The Wife of Bath's Prologue 565,data/riverside_cats/WBPro_riv.cat,Til trewely we hadde swich daliance,RIVERSIDE,WBPro_gui_complete.csv
ben,were,v%pt_1,The Wife of Bath's Prologue 568,data/riverside_cats/WBPro_riv.cat,If I were wydwe sholde wedde me,RIVERSIDE,WBPro_gui_complete.csv
wedden,wedde,v%inf,The Wife of Bath's Prologue 568,data/riverside_cats/WBPro_riv.cat,If I were wydwe sholde wedde me,RIVERSIDE,WBPro_gui_complete.csv
seien,for,v%pr_1,The Wife of Bath's Prologue 569,data/riverside_cats/WBPro_riv.cat,For certeinly I sey for no bobance,RIVERSIDE,WBPro_gui_complete.csv
sterten,sterte,v%inf,The Wife of Bath's Prologue 573,data/riverside_cats/WBPro_riv.cat,That hath but oon hole for to sterte to,RIVERSIDE,WBPro_gui_complete.csv
failen,faille,v%pr_3,The Wife of Bath's Prologue 574,data/riverside_cats/WBPro_riv.cat,And if that faille thanne is al ydo,RIVERSIDE,WBPro_gui_complete.csv
don,ydo,v%ppl,The Wife of Bath's Prologue 574,data/riverside_cats/WBPro_riv.cat,And if that faille thanne is al ydo,RIVERSIDE,WBPro_gui_complete.csv
haven,han,v%inf,The Wife of Bath's Prologue 578,data/riverside_cats/WBPro_riv.cat,He wolde han slayn me as I lay upright,RIVERSIDE,WBPro_gui_complete.csv
slen,slayn,v%ppl,The Wife of Bath's Prologue 578,data/riverside_cats/WBPro_riv.cat,He wolde han slayn me as I lay upright,RIVERSIDE,WBPro_gui_complete.csv
shulen,shal,v%pr_pl,The Wife of Bath's Prologue 580,data/riverside_cats/WBPro_riv.cat,But yet I hope that ye shal do me good,RIVERSIDE,WBPro_gui_complete.csv
shulen,shal,v%pr_1,The Wife of Bath's Prologue 585,data/riverside_cats/WBPro_riv.cat,But now sire lat me se what I shal seyn,RIVERSIDE,WBPro_gui_complete.csv
seien,seyn,v%inf,The Wife of Bath's Prologue 585,data/riverside_cats/WBPro_riv.cat,But now sire lat me se what I shal seyn,RIVERSIDE,WBPro_gui_complete.csv
shulen,shal,v%pr_1,The Wife of Bath's Prologue 601,data/riverside_cats/WBPro_riv.cat,And I was fourty if I shal seye sooth,RIVERSIDE,WBPro_gui_complete.csv
tellen,tolde,v%pt_pl,The Wife of Bath's Prologue 607,data/riverside_cats/WBPro_riv.cat,And trewely as myne housbondes tolde me,RIVERSIDE,WBPro_gui_complete.csv
ben,be,v%pr_3,The Wife of Bath's Prologue 621,data/riverside_cats/WBPro_riv.cat,For God so wys be my savacioun,RIVERSIDE,WBPro_gui_complete.csv
ben,were,v%pt_3,The Wife of Bath's Prologue 624,data/riverside_cats/WBPro_riv.cat,Al were he short or long or blak or whit,RIVERSIDE,WBPro_gui_complete.csv
don,doon,v%ppl,The Wife of Bath's Prologue 639,data/riverside_cats/WBPro_riv.cat,And walke I wolde as I had doon biforn,RIVERSIDE,WBPro_gui_complete.csv
sweren,sworn,v%ppl,The Wife of Bath's Prologue 640,data/riverside_cats/WBPro_riv.cat,From hous to hous although he had it sworn,RIVERSIDE,WBPro_gui_complete.csv
setten,sette,v%pr_1,The Wife of Bath's Prologue 659,data/riverside_cats/WBPro_riv.cat,But al for noght I sette noght an hawe,RIVERSIDE,WBPro_gui_complete.csv
haten,hate,v%pr_1,The Wife of Bath's Prologue 662,data/riverside_cats/WBPro_riv.cat,I hate hym that my vices telleth me,RIVERSIDE,WBPro_gui_complete.csv
don,doo,v%pr_pl,The Wife of Bath's Prologue 663,data/riverside_cats/WBPro_riv.cat,And so doo mo God woot of us than I,RIVERSIDE,WBPro_gui_complete.csv
haven,hadde,v%pt_pl,The Wife of Bath's Prologue 693,data/riverside_cats/WBPro_riv.cat,By God if wommen hadde writen stories,RIVERSIDE,WBPro_gui_complete.csv
haven,han,v%pr_pl,The Wife of Bath's Prologue 694,data/riverside_cats/WBPro_riv.cat,As clerkes han withinne hire oratories,RIVERSIDE,WBPro_gui_complete.csv
haven,han,v%inf,The Wife of Bath's Prologue 695,data/riverside_cats/WBPro_riv.cat,They wolde han writen of men moore wikkednesse,RIVERSIDE,WBPro_gui_complete.csv
slen,slayn,v%ppl,The Wife of Bath's Prologue 717,data/riverside_cats/WBPro_riv.cat,For which that Jhesu Crist hymself was slayn,RIVERSIDE,WBPro_gui_complete.csv
mouen,may,v%pr_pl,The Wife of Bath's Prologue 719,data/riverside_cats/WBPro_riv.cat,Lo heere expres of womman may ye fynde,RIVERSIDE,WBPro_gui_complete.csv
finden,fynde,v%inf,The Wife of Bath's Prologue 719,data/riverside_cats/WBPro_riv.cat,Lo heere expres of womman may ye fynde,RIVERSIDE,WBPro_gui_complete.csv
shulen,shal,v%pr_1,The Wife of Bath's Prologue 724,data/riverside_cats/WBPro_riv.cat,Tho redde he me if that I shal nat lyen,RIVERSIDE,WBPro_gui_complete.csv
setten,sette,v%inf,The Wife of Bath's Prologue 726,data/riverside_cats/WBPro_riv.cat,That caused hym to sette hymself afyre,RIVERSIDE,WBPro_gui_complete.csv
ben,were,v%pt_3,The Wife of Bath's Prologue 730,data/riverside_cats/WBPro_riv.cat,This sely man sat stille as he were deed,RIVERSIDE,WBPro_gui_complete.csv
seien,seyn,v%inf,The Wife of Bath's Prologue 731,data/riverside_cats/WBPro_riv.cat,He wiped his heed namoore dorste he seyn,RIVERSIDE,WBPro_gui_complete.csv
stinten,stynte,v%pr_3,The Wife of Bath's Prologue 732,data/riverside_cats/WBPro_riv.cat,But Er that thonder stynte comth a reyn,RIVERSIDE,WBPro_gui_complete.csv
ben,were,v%pt_3,The Wife of Bath's Prologue 755,data/riverside_cats/WBPro_riv.cat,That he was deed er it were by the morwe,RIVERSIDE,WBPro_gui_complete.csv
haven,han,v%pr_pl,The Wife of Bath's Prologue 756,data/riverside_cats/WBPro_riv.cat,And thus algates housbondes han sorwe,RIVERSIDE,WBPro_gui_complete.csv
hongen,hanged,v%pt_pl,The Wife of Bath's Prologue 761,data/riverside_cats/WBPro_riv.cat,Hanged hemself for herte despitus,RIVERSIDE,WBPro_gui_complete.csv
haven,han,v%pr_pl,The Wife of Bath's Prologue 766,data/riverside_cats/WBPro_riv.cat,That somme han slayn hir housbondes in hir bed,RIVERSIDE,WBPro_gui_complete.csv
haven,han,v%pr_pl,The Wife of Bath's Prologue 769,data/riverside_cats/WBPro_riv.cat,And somme han dryve nayles in hir brayn,RIVERSIDE,WBPro_gui_complete.csv
haven,had,v%pt_pl,The Wife of Bath's Prologue 770,data/riverside_cats/WBPro_riv.cat,Whil that they slepte and thus they had hem slayn,RIVERSIDE,WBPro_gui_complete.csv
slen,slayn,v%ppl,The Wife of Bath's Prologue 770,data/riverside_cats/WBPro_riv.cat,Whil that they slepte and thus they had hem slayn,RIVERSIDE,WBPro_gui_complete.csv
haven,han,v%pr_pl,The Wife of Bath's Prologue 771,data/riverside_cats/WBPro_riv.cat,Somme han hem yeve poysoun in hire drynke,RIVERSIDE,WBPro_gui_complete.csv
ben,be,v%pr_3,The Wife of Bath's Prologue 776,data/riverside_cats/WBPro_riv.cat,Be with a leon or a foul dragoun,RIVERSIDE,WBPro_gui_complete.csv
chiden,chyde,v%inf,The Wife of Bath's Prologue 777,data/riverside_cats/WBPro_riv.cat,Than with a womman usynge for to chyde,RIVERSIDE,WBPro_gui_complete.csv
abiden,abyde,v%inf,The Wife of Bath's Prologue 778,data/riverside_cats/WBPro_riv.cat,Bet is quod he hye in the roof abyde,RIVERSIDE,WBPro_gui_complete.csv
ben,be,v%pr_3,The Wife of Bath's Prologue 784,data/riverside_cats/WBPro_riv.cat,A fair womman but she be chaast also,RIVERSIDE,WBPro_gui_complete.csv
ben,were,v%pt_1,The Wife of Bath's Prologue 796,data/riverside_cats/WBPro_riv.cat,That in the floor I lay as I were deed,RIVERSIDE,WBPro_gui_complete.csv
haven,han,v%inf,The Wife of Bath's Prologue 798,data/riverside_cats/WBPro_riv.cat,He was agast and wolde han fled his way,RIVERSIDE,WBPro_gui_complete.csv
slen,slayn,v%ppl,The Wife of Bath's Prologue 800,data/riverside_cats/WBPro_riv.cat,O hastow slayn me false theef I seyde,RIVERSIDE,WBPro_gui_complete.csv
shulen,shal,v%pr_1,The Wife of Bath's Prologue 805,data/riverside_cats/WBPro_riv.cat,As help me God I shal thee nevere smyte,RIVERSIDE,WBPro_gui_complete.csv
smiten,smyte,v%inf,The Wife of Bath's Prologue 805,data/riverside_cats/WBPro_riv.cat,As help me God I shal thee nevere smyte,RIVERSIDE,WBPro_gui_complete.csv
witen,wyte,v%inf,The Wife of Bath's Prologue 806,data/riverside_cats/WBPro_riv.cat,That I have doon it is thyself to wyte,RIVERSIDE,WBPro_gui_complete.csv
mouen,may,v%pr_1,The Wife of Bath's Prologue 810,data/riverside_cats/WBPro_riv.cat,Now wol I dye I may no lenger speke,RIVERSIDE,WBPro_gui_complete.csv
haven,han,v%inf,The Wife of Bath's Prologue 814,data/riverside_cats/WBPro_riv.cat,To han the governance of hous and lond,RIVERSIDE,WBPro_gui_complete.csv
helpen,helpe,v%pr_3,The Wife of Bath's Prologue 823,data/riverside_cats/WBPro_riv.cat,God helpe me so I was to hym as kynde,RIVERSIDE,WBPro_gui_complete.csv
preien,prey,v%pr_1,The Wife of Bath's Prologue 826,data/riverside_cats/WBPro_riv.cat,I prey to God that sit in magestee,RIVERSIDE,WBPro_gui_complete.csv
willen,wol,v%pr_pl,The Wife of Bath's Prologue 828,data/riverside_cats/WBPro_riv.cat,Now wol I seye my tale if ye wol heere,RIVERSIDE,WBPro_gui_complete.csv
entermeten,entremette,v%inf,The Wife of Bath's Prologue 834,data/riverside_cats/WBPro_riv.cat,A frere wol entremette hym everemo,RIVERSIDE,WBPro_gui_complete.csv
willen,wol,v%pr_pl,The Wife of Bath's Prologue 836,data/riverside_cats/WBPro_riv.cat,Wol falle in every dyssh and eek mateere,RIVERSIDE,WBPro_gui_complete.csv
sitten,sit,v%inf,The Wife of Bath's Prologue 838,data/riverside_cats/WBPro_riv.cat,What amble or trotte or pees or go sit doun,RIVERSIDE,WBPro_gui_complete.csv
gon,go,v%pr_1,The Wife of Bath's Prologue 841,data/riverside_cats/WBPro_riv.cat,Now by my feith I shal er that I go,RIVERSIDE,WBPro_gui_complete.csv
shulen,shal,v%pr_1,The Wife of Bath's Prologue 848,data/riverside_cats/WBPro_riv.cat,That I shal make thyn herte for to morne,RIVERSIDE,WBPro_gui_complete.csv
witen,woot,v%pr_1,The Wife of Bath's Prologue 849,data/riverside_cats/WBPro_riv.cat,For wel I woot thy pacience is gon,RIVERSIDE,WBPro_gui_complete.csv
gon,gon,v%ppl,The Wife of Bath's Prologue 849,data/riverside_cats/WBPro_riv.cat,For wel I woot thy pacience is gon,RIVERSIDE,WBPro_gui_complete.csv
tellen,telle,v%imp,The Wife of Bath's Prologue 853,data/riverside_cats/WBPro_riv.cat,Do dame telle forth youre tale and that is best,RIVERSIDE,WBPro_gui_complete.csv
willen,wol,v%pr_1,The Wife of Bath's Prologue 856,data/riverside_cats/WBPro_riv.cat,Yis dame quod he tel forth and I wol heere,RIVERSIDE,WBPro_gui_complete.csv
ben,were,v%pt_3,02-1-ch 4,data/riverside_cats/MLPro_riv.cat,And though he were not depe ystert in loore,RIVERSIDE,MLPro_gui_complete.csv
concluden,conclude,v%inf,02-1-ch 14,data/riverside_cats/MLPro_riv.cat,It was ten of the clokke he gan conclude,RIVERSIDE,MLPro_gui_complete.csv
gon,gon,v%ppl,02-1-ch 17,data/riverside_cats/MLPro_riv.cat,The fourthe party of this day is gon,RIVERSIDE,MLPro_gui_complete.csv
mouen,may,v%pr_pl,02-1-ch 19,data/riverside_cats/MLPro_riv.cat,Leseth no tyme as ferforth as ye may,RIVERSIDE,MLPro_gui_complete.csv
willen,wole,v%pr_3,02-1-ch 30,data/riverside_cats/MLPro_riv.cat,Nomoore than wole Malkynes maydenhede,RIVERSIDE,MLPro_gui_complete.csv
don,do,v%ppl,02-1-ch 38,data/riverside_cats/MLPro_riv.cat,Thanne have ye do youre devoir atte leeste,RIVERSIDE,MLPro_gui_complete.csv
assenten,assente,v%pr_1,02-1-ch 39,data/riverside_cats/MLPro_riv.cat,Hooste quod he depardieux ich assente,RIVERSIDE,MLPro_gui_complete.csv
holden,holde,v%inf,02-1-ch 41,data/riverside_cats/MLPro_riv.cat,Biheste is dette and I wole holde fayn,RIVERSIDE,MLPro_gui_complete.csv
connen,kan,v%pr_1,02-1-ch 42,data/riverside_cats/MLPro_riv.cat,Al my biheste I kan no bettre sayn,RIVERSIDE,MLPro_gui_complete.csv
seien,sayn,v%inf,02-1-ch 42,data/riverside_cats/MLPro_riv.cat,Al my biheste I kan no bettre sayn,RIVERSIDE,MLPro_gui_complete.csv
connen,kan,v%pr_1,02-1-ch 46,data/riverside_cats/MLPro_riv.cat,I kan right now no thrifty tale seyn,RIVERSIDE,MLPro_gui_complete.csv
seien,seyn,v%inf,02-1-ch 46,data/riverside_cats/MLPro_riv.cat,I kan right now no thrifty tale seyn,RIVERSIDE,MLPro_gui_complete.csv
haven,have,v%pr_3,02-1-ch 51,data/riverside_cats/MLPro_riv.cat,And if he have noght seyd hem leve brother,RIVERSIDE,MLPro_gui_complete.csv
seien,sey,v%pr_1,02-1-ch 80,data/riverside_cats/MLPro_riv.cat,Of swiche cursed stories I sey fy,RIVERSIDE,MLPro_gui_complete.csv
reden,rede,v%inf,02-1-ch 84,data/riverside_cats/MLPro_riv.cat,That is so horrible a tale for to rede,RIVERSIDE,MLPro_gui_complete.csv
willen,wol,v%pr_1,02-1-ch 89,data/riverside_cats/MLPro_riv.cat,Ne I wol noon reherce if that I may,RIVERSIDE,MLPro_gui_complete.csv
mouen,may,v%pr_1,02-1-ch 89,data/riverside_cats/MLPro_riv.cat,Ne I wol noon reherce if that I may,RIVERSIDE,MLPro_gui_complete.csv
don,doon,v%inf,02-1-ch 90,data/riverside_cats/MLPro_riv.cat,But of my tale how shal I doon this day,RIVERSIDE,MLPro_gui_complete.csv
ben,were,v%pt_3,02-1-ch 91,data/riverside_cats/MLPro_riv.cat,Me were looth be likned doutelees,RIVERSIDE,MLPro_gui_complete.csv
finden,fynde,v%pr_1,The Second Nun's Tale 124,data/riverside_cats/SNT_riv.cat,She nevere cessed as I writen fynde,RIVERSIDE,SNT_gui_complete.csv
dreden,drede,v%inf,The Second Nun's Tale 125,data/riverside_cats/SNT_riv.cat,Of hir preyere and God to love and drede,RIVERSIDE,SNT_gui_complete.csv
gien,gye,v%pr_3,The Second Nun's Tale 136,data/riverside_cats/SNT_riv.cat,O Lord my soule and eek my body gye,RIVERSIDE,SNT_gui_complete.csv
gon,gon,v%inf,The Second Nun's Tale 141,data/riverside_cats/SNT_riv.cat,The nyght cam and to bedde moste she gon,RIVERSIDE,SNT_gui_complete.csv
shulen,shal,v%pr_1,The Second Nun's Tale 163,data/riverside_cats/SNT_riv.cat,Answerde agayn If I shal trusten thee,RIVERSIDE,SNT_gui_complete.csv
biholden,biholde,v%inf,The Second Nun's Tale 164,data/riverside_cats/SNT_riv.cat,Lat me that aungel se and hym biholde,RIVERSIDE,SNT_gui_complete.csv
ben,bee,v%pr_3,The Second Nun's Tale 165,data/riverside_cats/SNT_riv.cat,And if that it a verray angel bee,RIVERSIDE,SNT_gui_complete.csv
shulen,shul,v%pr_pl,The Second Nun's Tale 170,data/riverside_cats/SNT_riv.cat,If that yow list the angel shul ye see,RIVERSIDE,SNT_gui_complete.csv
shulen,shal,v%pr_1,The Second Nun's Tale 175,data/riverside_cats/SNT_riv.cat,Sey hem right thus as that I shal yow telle,RIVERSIDE,SNT_gui_complete.csv
tellen,telle,v%imp,The Second Nun's Tale 176,data/riverside_cats/SNT_riv.cat,Telle hem that I Cecile yow to hem sente,RIVERSIDE,SNT_gui_complete.csv
haven,han,v%pr_pl,The Second Nun's Tale 179,data/riverside_cats/SNT_riv.cat,And whan that ye Seint Urban han biholde,RIVERSIDE,SNT_gui_complete.csv
biholden,biholde,v%ppl,The Second Nun's Tale 179,data/riverside_cats/SNT_riv.cat,And whan that ye Seint Urban han biholde,RIVERSIDE,SNT_gui_complete.csv
tellen,telle,v%imp,The Second Nun's Tale 180,data/riverside_cats/SNT_riv.cat,Telle hym the wordes whiche I to yow tolde,RIVERSIDE,SNT_gui_complete.csv
shulen,shul,v%pr_pl,The Second Nun's Tale 182,data/riverside_cats/SNT_riv.cat,Thanne shul ye se that angel er ye twynne,RIVERSIDE,SNT_gui_complete.csv
holden,holde,v%inf,The Second Nun's Tale 189,data/riverside_cats/SNT_riv.cat,Urban for joye his handes gan up holde,RIVERSIDE,SNT_gui_complete.csv
stonden,stonde,v%inf,The Second Nun's Tale 203,data/riverside_cats/SNT_riv.cat,And gan bifore Valerian to stonde,RIVERSIDE,SNT_gui_complete.csv
reden,rede,v%inf,The Second Nun's Tale 206,data/riverside_cats/SNT_riv.cat,And on his book right thus he gan to rede,RIVERSIDE,SNT_gui_complete.csv
durren,dar,v%pr_1,The Second Nun's Tale 214,data/riverside_cats/SNT_riv.cat,For sother thyng than this I dar wel say,RIVERSIDE,SNT_gui_complete.csv
seien,say,v%inf,The Second Nun's Tale 214,data/riverside_cats/SNT_riv.cat,For sother thyng than this I dar wel say,RIVERSIDE,SNT_gui_complete.csv
stonden,stonde,v%inf,The Second Nun's Tale 219,data/riverside_cats/SNT_riv.cat,Withinne his chambre with an angel stonde,RIVERSIDE,SNT_gui_complete.csv
understonden,understonde,v%pr_1,The Second Nun's Tale 222,data/riverside_cats/SNT_riv.cat,And first to Cecile as I understonde,RIVERSIDE,SNT_gui_complete.csv
ben,be,v%pr_3,The Second Nun's Tale 231,data/riverside_cats/SNT_riv.cat,But he be chaast and hate vileynye,RIVERSIDE,SNT_gui_complete.csv
haten,hate,v%pr_3,The Second Nun's Tale 231,data/riverside_cats/SNT_riv.cat,But he be chaast and hate vileynye,RIVERSIDE,SNT_gui_complete.csv
haven,han,v%inf,The Second Nun's Tale 234,data/riverside_cats/SNT_riv.cat,Sey what thee list and thou shalt han thy boone,RIVERSIDE,SNT_gui_complete.csv
preien,pray,v%pr_1,The Second Nun's Tale 237,data/riverside_cats/SNT_riv.cat,I pray yow that my brother may han grace,RIVERSIDE,SNT_gui_complete.csv
haven,han,v%inf,The Second Nun's Tale 237,data/riverside_cats/SNT_riv.cat,I pray yow that my brother may han grace,RIVERSIDE,SNT_gui_complete.csv
casten,caste,v%pt_pl,The Second Nun's Tale 244,data/riverside_cats/SNT_riv.cat,Which that the roses and the lilies caste,RIVERSIDE,SNT_gui_complete.csv
finden,fynde,v%pr_1,The Second Nun's Tale 251,data/riverside_cats/SNT_riv.cat,The sweete smel that in myn herte I fynde,RIVERSIDE,SNT_gui_complete.csv
haven,han,v%pr_pl,The Second Nun's Tale 253,data/riverside_cats/SNT_riv.cat,Valerian seyde Two corones han we,RIVERSIDE,SNT_gui_complete.csv
haven,han,v%pr_pl,The Second Nun's Tale 255,data/riverside_cats/SNT_riv.cat,Whiche that thyne eyen han no myght to see,RIVERSIDE,SNT_gui_complete.csv
ben,be,v%pr_3,The Second Nun's Tale 258,data/riverside_cats/SNT_riv.cat,If it so be thou wolt withouten slouthe,RIVERSIDE,SNT_gui_complete.csv
haven,han,v%pr_pl,The Second Nun's Tale 262,data/riverside_cats/SNT_riv.cat,In dremes quod Valerian han we be,RIVERSIDE,SNT_gui_complete.csv
witnessen,witnesse,v%imp,The Second Nun's Tale 277,data/riverside_cats/SNT_riv.cat,Witnesse Tyburces and Valerians shrifte,RIVERSIDE,SNT_gui_complete.csv
shiften,shifte,v%inf,The Second Nun's Tale 278,data/riverside_cats/SNT_riv.cat,To whiche God of his bountee wolde shifte,RIVERSIDE,SNT_gui_complete.csv
shulen,shal,v%pr_1,The Second Nun's Tale 289,data/riverside_cats/SNT_riv.cat,Quod tho Tiburce if that I shal nat lye,RIVERSIDE,SNT_gui_complete.csv
mouen,may,v%pr_pl,The Second Nun's Tale 294,data/riverside_cats/SNT_riv.cat,And after that she seyde as ye may heere,RIVERSIDE,SNT_gui_complete.csv
baptisen,baptise,v%imp,The Second Nun's Tale 299,data/riverside_cats/SNT_riv.cat,Go with thy brother now and thee baptise,RIVERSIDE,SNT_gui_complete.csv
maken,make,v%imp,The Second Nun's Tale 300,data/riverside_cats/SNT_riv.cat,And make thee clene so that thou mowe biholde,RIVERSIDE,SNT_gui_complete.csv
mouen,mowe,v%pr_2,The Second Nun's Tale 300,data/riverside_cats/SNT_riv.cat,And make thee clene so that thou mowe biholde,RIVERSIDE,SNT_gui_complete.csv
biholden,biholde,v%inf,The Second Nun's Tale 300,data/riverside_cats/SNT_riv.cat,And make thee clene so that thou mowe biholde,RIVERSIDE,SNT_gui_complete.csv
willen,wol,v%pr_1,The Second Nun's Tale 305,data/riverside_cats/SNT_riv.cat,I wol thee lede unto the Pope Urban,RIVERSIDE,SNT_gui_complete.csv
leden,lede,v%inf,The Second Nun's Tale 307,data/riverside_cats/SNT_riv.cat,Quod tho Tiburce woltow me thider lede,RIVERSIDE,SNT_gui_complete.csv
putten,putte,v%inf,The Second Nun's Tale 312,data/riverside_cats/SNT_riv.cat,And dar nat ones putte forth his heed,RIVERSIDE,SNT_gui_complete.csv
