OG_OXFORD_TEXT,OXFORD_TEXT,GREEN_SCANSION,GREEN_SYLLABLES,V1_SCANSION,V1_SYLLABLES,V1_MATCHES_GREEN,V1_CONFIDENCE
And God so wis be my savacioun,And God so wis be my savacioun,u S u S u S uSuS,10,u S u S u S uSuS,10,1,72.81
As nevere of thing hadde I no routhe more.,As nevere of thing hadde I no routhe more,u Sux S u Sx u S ux Sx,10,u Sxx u S ux S u Su Sx,10,0,46.03
"For neither with engin, ne with no lore",For neither with engin ne with no lore,u Su S uS u S u Sx,10,u Su S uS u S u Sx,10,1,74.58
Unethes mighte I fro the deth him kepe;,Unethes mighte I fro the deth him kepe,uSu Sx u S u S u Sx,10,uSu Sx u S u S u Sx,10,1,74.07
That yet fele I min herte for him wepe.,That yet fele I min herte for him wepe,u S ux S u Su S u Sx,10,u S ux S u Su S u Sx,10,1,49.90
"“And God wot, nevere, sith that I was born",And God wot nevere sith that I was born,u S u Sux S u S u S,10,u S u Sux S u S u S,10,1,69.63
Was I so bisy no man for to preche,Was I so bisy no man for to preche,u S u Su S u S u Sx,10,u S u Su S u S u Sx,10,1,56.17
Ne never was to wight so depe ysworn,Ne never was to wight so depe ysworn,u Su S u S u Sx uS,10,u Su S u S u Sx uS,10,1,80.67
Or he me tolde who might been his leche.,Or he me tolde who might been his leche,u S u Su S u S u Sx,10,u S u Su S u S u Sx,10,1,58.32
But now to yow rehersen al his speche,But now to yow rehersen al his speche,u S u S uSu S u Sx,10,u S u S uSu S u Sx,10,1,73.57
Or alle his woful wordes for to soune,Or alle his woful wordes for to soune,u Sx u Su Su S u Sx,10,u Sx u Su Su S u Sx,10,1,78.48
"Ne bid me not, but ye wol see me swowne.",Ne bid me not but ye wol see me swowne,u S u S u S u S u Sx,10,u S u S u S u S u Sx,10,1,68.31
"“But for to save his lif, and elles nought",But for to save his lif and elles nought,u S u Sx u S u Su S,10,u S u Sx u S u Su S,10,1,80.50
"And to non harm of yow, thus am I driven;",And to non harm of yow thus am I driven,u S u S u S u S u Su,11,u S u S u S u S u Sx,10,0,58.39
And for the love of God that us hath wrought,And for the love of God that us hath wrought,u S u Sx u S u S u S,10,u S u Sx u S u S u S,10,1,71.36
"Swich chere him dooth, that he and I may liven.",Swich chere him dooth that he and I may liven,u Sx u S u S u S u Su,11,u Sx u S u S u S u Sx,10,0,55.10
Now have I plat to yow min herte schriven;,Now have I plat to yow min herte schriven,u Sx u S u S u Su Su,11,u Sx u S u S u Sx uS,10,0,61.36
And sin ye woot that min entente is clene,And sin ye woot that min entente is clene,u S u S u S uSx u Sx,10,u S u S u S uSx u Sx,10,1,72.15
"Tak hede therof, for I non ivel mene.",Tak hede therof for I non ivel mene,u Sx uS u S u Su Sx,10,u Sx uS u S u Su Sx,10,1,74.59
"“And right good thrift, I pray to God, have ye",And right good thrift I pray to God have ye,u S u S u S u S ux S,10,u S u S u S u S ux S,10,1,60.84
That han swich oon ycaught withoute net;,That han swich oon ycaught withoute net,u S u S uS uSu S,10,u S u S uS uSu S,10,1,72.31
"And be ye wis, as ye ben fair to see",And be ye wis as ye ben fair to see,u S u S u S u S u S,10,u S u S u S u S u S,10,1,74.28
Wel in the ring than is the ruby set.,Wel in the ring than is the ruby set,u S u S u S u Su S,10,u S u S u S u Su S,10,1,71.62
Ther were never two so wel ymet,Ther were never two so wel ymet,u Su Su S u S uS,10,u Su Su S u S uS,10,1,68.03
"Whan ye ben his al hool, as he is youre:",Whan ye ben his al hool as he is youre,u S u S u S u S u Sx,10,u S u S u S u S u Sx,10,1,50.12
Ther mighty God yet graunte us see that houre!”,Ther mighty God yet graunte us see that houre,u Su S u Sx u S u Sx,10,u Su S u Sx u S u Sx,10,1,83.37
"“Nay, therof spak I not, a, ha!” quod she",Nay therof spak I not a ha quod she,u Su S u S u S u S,10,u Su S u S u S u S,10,1,70.86
"“As help me God, ye shenden every deel!”",As help me God ye shenden every deel,u S u S u Su Su S,10,u S u S u Su Su S,10,1,81.49
"“O mercy, dere nece,” anoon quod he",O mercy dere nece anoon quod he,u Su Su Sx uS u S,10,u Su Su Sx uS u S,10,1,63.38
"“Whatso I spak, I mente nought but weel",Whatso I spak I mente nought but weel,uS u S u Su S u S,10,uS u S u Su S u S,10,1,82.45
"By Mars the god, that helmed is of steel;",By Mars the god that helmed is of steel,u S u S u Su S u S,10,u S u S u Su S u S,10,1,79.24
"Now beth nought wrooth, my blood, my nece dere.”",Now beth nought wrooth my blood my nece dere,u S u S u S u Su Sx,10,u S u S u S u Su Sx,10,1,71.80
"“Now wel,” quod she, “foryeven be it here!”",Now wel quod she foryeven be it here,u S u S uSu S u Sx,10,u S u S uSux S u Sx,10,1,71.92
"With this he took his leve, and hoom he wente;",With this he took his leve and hoom he wente,u S u S u Sx u S u Sx,10,u S u S u Sx u S u Sx,10,1,72.04
"And Lord, how he was glad and wel bigoon!",And Lord how he was glad and wel bigoon,u S u S u S u S uS,10,u S u S u S u S uS,10,1,74.07
"Criseyde aroos, no lenger she ne stente",Criseyde aroos no lenger she ne stente,uSx uS u Su S u Sx,10,uSx uS u Su S u Sx,10,1,82.70
But streght into hir closet wente anoon,But streght into hir closet wente anoon,u S uS u Su Sx uS,10,u S uS u Su Sx uS,10,1,90.80
And sette hir doun as stille as any stoon,And sette hir doun as stille as any stoon,u Sx u S u Sx u Su S,10,u Sx u S u Sx u Su S,10,1,86.12
And every word gan up and doun to winde,And every word gan up and doun to winde,u Sxu S u S u S u Sx,10,u Su S u S u S u Sx,10,1,82.56
"That he had seid, as it com hir to minde;",That he had seid as it com hir to minde,u S u S u S u S u Sx,10,u S u S u S u S u Sx,10,1,60.85
And wex somdel astonied in hir thought,And wex somdel astonied in hir thought,u S uS uSu S u S,10,u S uS uSuS u S u,11,0,35.48
Right for the newe cas; but whan that she,Right for the newe cas but whan that she,u S u Su S u S u S,10,u S u Su S u S u S,10,1,60.72
"Was ful avised, tho fond she right nought",Was ful avised tho fond she right nought,u S uSu S u S u S,10,u S uSu S u S u S,10,1,51.60
"Of peril, why she oughte afered be.",Of peril why she oughte afered be,u Su S u Sx uSu S,10,u Su S u Sx uSu S,10,1,69.96
"For man may love, of possibilitee",For man may love of possibilitee,u S u Sx u SuSuS,10,u S u Sx u SuSuS,10,1,75.00
"A womman so, his herte may tobreste",A womman so his herte may tobreste,u Su S u Su S uSx,10,u Su S u Su S uSx,10,1,72.86
"And she nought love ayein, but if hir leste.",And she nought love ayein but if hir leste,u S u Sx uS u S u Sx,10,u S u Sx uS u S u Sx,10,1,76.69
But as she sat allone and thoughte thus,But as she sat allone and thoughte thus,u S u S uSx u Su S,10,u S u S uSx u Su S,10,1,72.07
Th’ascry aroos at skarmish al withoute,Th ascry aroos at skarmish al withoute,x uS uS u Su S uSx,10, uS uS u Su S uSx,10,1,62.02
"And men cride in the strete, “See, Troilus",And men cride in the strete See Troilus,u S ux S u Sx u SuS,10,u S ux S u Sx u SuS,10,1,64.74
Hath right now put to flight the Grekes route!”,Hath right now put to flight the Grekes route,u S u S u S u Su Sx,10,u S u S u S u Su Sx,10,1,71.76
With that gan al hir meinee for to shoute,With that gan al hir meinee for to shoute,u S u S u Su S u Sx,10,u S u S u Su S u Sx,10,1,67.59
"“A! go we see, caste up the yates wide;",A go we see caste up the yates wide,u S u S ux S u Su Sx,10,u S u S ux S u Su Sx,10,1,79.41
For thurgh this strete he moot to palais ride;,For thurgh this strete he moot to palais ride,u S u Sx u S u Su Sx,10,u S u Sx u S u Su Sx,10,1,75.10
“For other wey is fro the yate noon,For other wey is fro the yate noon,u Su S u S u Su S,10,u Su S u S u Su S,10,1,78.17
"Of Dardanus, ther open is the cheine.”",Of Dardanus ther open is the cheine,u SuS u Su S u Sx,10,u SuS u Su S u Sx,10,1,85.45
With that com he and al his folk anoon,With that com he and al his folk anoon,u S u S u S u S uS,10,u S u S u S u S uS,10,1,70.84
"An esy pas ridinge, in routes tweine",An esy pas ridinge in routes tweine,u Su S uSx u Su Sx,10,u Su S uSx u Su Sx,10,1,89.57
"Right as his happy day was, sooth to seyne",Right as his happy day was sooth to seyne,u S u Su S u S u Sx,10,u S u Su S u S u Sx,10,1,76.65
"For which, men say, may nought disturbed be",For which men say may nought disturbed be,u S u S u S uSu S,10,u S u S u S uSu S,10,1,69.26
That shal bitiden of necessitee.,That shal bitiden of necessitee,u S uSu S uSuS,10,u S uSu S uSuS,10,1,70.41
This Troilus sat on his baye stede,This Troilus sat on his baye stede,u SuS S S u Su Sx,10,S uSu S u S u Sx,9,0,41.08
"Al armed, save his hed, ful richely",Al armed save his hed ful richely,u Su Sx u S u SuS,10,u Su Sx u S u SuS,10,1,81.44
"And wounded was his hors, and gan to blede",And wounded was his hors and gan to blede,u Su S u S u S u Sx,10,u Su S u S u S u Sx,10,1,81.97
"On whiche he rood a pas, ful softely;",On whiche he rood a pas ful softely,u Sx u S u S u SuS,10,u Sx u S u S u SuS,10,1,78.19
"But swich a knightly sighte, trewely",But swich a knightly sighte trewely,u S u Su Su SuS,10,u S u Su Su SuS,10,1,86.92
"As was on him, was nought, withouten faile",As was on him was nought withouten faile,u S u S u S uSu Sx,10,u S u S u S uSu Sx,10,1,65.04
"To loke on Mars, that god is of bataile.",To loke on Mars that god is of bataile,u Sx u S u S u S uSx,10,u Sx u S u S u S uSx,10,1,73.24
So lik a man of armes and a knight,So lik a man of armes and a knight,u S u S u Su S u S,10,u S u S u Su S u S,10,1,78.52
"He was to seen, fulfild of heigh prowesse;",He was to seen fulfild of heigh prowesse,u S u S uS u S uSx,10,u S u S uS u S uSx,10,1,85.57
For bothe he hadde a body and a might,For bothe he hadde a body and a might,u Sx u Sx u Su S u S,10,u Sx u Sx u Su S u S,10,1,69.61
"To doon a thing, as wel as hardinesse;",To doon a thing as wel as hardinesse,u S u S u S u SuSx,10,u S u S u S u SuSx,10,1,83.05
And eek to seen him in his gere him dresse,And eek to seen him in his gere him dresse,u S u S u S u Sx u Sx,10,u S u S u S u Sx u Sx,10,1,77.62
"So fresh, so yong, so weldy semed he",So fresh so yong so weldy semed he,u S u S u Su Su S,10,u S u S u Su Su S,10,1,76.11
It was an heven upon him for to see.,It was an heven upon him for to see,u S u S uS u S u S,10,u S u S uS u S u S,10,1,69.06
His helm tohewen was in twenty places,His helm tohewen was in twenty places,u S uSu S u Su Sx,10,u S uSu S u Su Sx,10,1,83.60
"That by a tissew heng, his bak bihinde",That by a tissew heng his bak bihinde,u S u Su S u S uSx,10,u S u Su S u S uSx,10,1,83.20
His sheld todasshed was with swerdes and maces,His sheld todasshed was with swerdes and maces,u S uSu S u Sx u Sx,10,u S uSu S u Sx u Sx,10,1,86.54
In which men mighte many an arwe finde,In which men mighte many an arwe finde,u S u Su Sx u Su Sx,10,u S u Su Sx u Su Sx,10,1,64.00
That thirled hadde horn and nerf and rinde;,That thirled hadde horn and nerf and rinde,u Su Su S u S u Sx,10,u Su Su S u S u Sx,10,1,82.40
"And ay the peple cride, “Here cometh our joye",And ay the peple cride Here cometh our joye,u S u Su S u Sx u S,10,u S u Sx ux Sx ux S uS,10,0,47.21
"And, next his brother, holder up of Troye!”",And next his brother holder up of Troye,u S u Su Su S u Sx,10,u S u Su Sx u S uS,10,0,51.45
For which he wex a litel reed for shame,For which he wex a litel reed for shame,u S u S u Su S u Sx,10,u S u S u Su S u Sx,10,1,71.31
Whan he the peple upon him herde crien,Whan he the peple upon him herde crien,u S u Sx uS u Su Su,11,u S u Sx uS u Sx uS,10,0,57.23
That to biholde it was a noble game,That to biholde it was a noble game,u S uSx u S u Su Sx,10,u S uSx u S u Su Sx,10,1,70.36
How sobreliche he caste doun his yën.,How sobreliche he caste doun his yn,u SuSx u Su S u Su,11,u SuSx u Su S u S,10,0,73.77
Criseyda gan al his chere aspien,Criseyda gan al his chere aspien,uSu S S u S uSu,10,uSu S u S ux SuS,10,0,34.80
And leet so softe it in hir herte sinke,And leet so softe it in hir herte sinke,u S u Sx u S u Su Sx,10,u S u Sx u S u Su Sx,10,1,75.49
"That to hirself she seid, “Who yaf me drinke?”",That to hirself she seid Who yaf me drinke,u S uS u S u S u Sx,10,u S uS u S u S u Sx,10,1,63.81
For of hir owene thought she wex al reed,For of hir owene thought she wex al reed,u S u Sux S u S u S,10,u S u Sux S u S u S,10,1,64.79
"Remembringe hir right thus, “Lo, this is he",Remembringe hir right thus Lo this is he,uSux S u S u S u S,10,uSux S u S u S u S,10,1,59.36
Which that min uncle swereth he moot be deed,Which that min uncle swereth he moot be deed,u S u Sx Sx u S u S,9,u S u Su Sx u S u S,10,0,65.37
But I on him have mercy and pitee.”,But I on him have mercy and pitee,u S u S ux Su S uS,10,u S u S ux Su S uS,10,1,53.73
"And with that thought, for pure ashamed, she",And with that thought for pure ashamed she,u S u S u Sx uSu S,10,u S u S u Sx uSu S,10,1,74.51
"Gan in hir heed to pulle, and that as faste",Gan in hir heed to pulle and that as faste,u S u S u Sx u S u Sx,10,u S u S u Sx u S u Sx,10,1,71.49
Whil he and al the peple forby paste,Whil he and al the peple forby paste,u S u S u Su Su Sx,10,u S u S u Su Su Sx,10,1,73.21
And gan to caste and rollen up and doun,And gan to caste and rollen up and doun,u S u Sx u Su S u S,10,u S u Sx u Su S u S,10,1,84.95
Withinne hir thought his excellent prowesse,Withinne hir thought his excellent prowesse,uSx u S u SuS uSx,10,uSx u S u SuS uSx,10,1,92.95
"And his estat, and also his renoun",And his estat and also his renoun,u S uS u Su S uS,10,u S uS u Su S uS,10,1,64.59
"His wit, his shap, and eek his gentillesse;",His wit his shap and eek his gentillesse,u S u S u S u SuSx,10,u S u S u S u SuSx,10,1,86.56
"But most hir favour was, for his distresse",But most hir favour was for his distresse,u S u Su S u S uSx,10,u S u Su S u S uSx,10,1,73.63
"Was al for hir, and thoughte it was a routhe",Was al for hir and thoughte it was a routhe,u S u S u Sx u S u Sx,10,u S u S u Sx u S u Sx,10,1,60.57
"To sleen swich oon, if that he mente trouthe.",To sleen swich oon if that he mente trouthe,u S u S u S u Su Sx,10,u S u S u S u Su Sx,10,1,67.96
Now mighte som envious jangle thus,Now mighte som envious jangle thus,u Su S uSu Su S,10,u Su S uSu Su S,10,1,64.13
"“This was a sodein love, how mighte it be",This was a sodein love how mighte it be,u S u Su Sx u Sx u S,10,u S u Su Sx u Sx u S,10,1,72.93
That she so lightly loved Troilus,That she so lightly loved Troilus,u S u Su Su SuS,10,u S u Su Su SuS,10,1,78.01
"Right for the firste sighte; ye, pardee?”",Right for the firste sighte ye pardee,u S u Su Su S uS,10,u S u Su Su S uS,10,1,69.28
"Now whoso seith so, mote he never ythee!",Now whoso seith so mote he never ythee,u Su S u Sx u Sx uS,10,u Su S u Sx u S uS,10,1,72.59
"For every thing, a ginning hath it nede",For every thing a ginning hath it nede,u Su S u Su S u S,10,u Su S u Su S u Sx,10,1,80.80
"Er al be wrought, withouten any drede.",Er al be wrought withouten any drede,u S u S uSu Su Sx,10,u S u S uSu Su Sx,10,1,83.26
For I sey nought that she so sodeinly,For I sey nought that she so sodeinly,u S u S u S u SuS,10,u S u S u S u SuS,10,1,59.19
"Yaf him hir love, but that she gan encline",Yaf him hir love but that she gan encline,u S u Sx u S u S uSx,10,u S u Sx u S u S uSx,10,1,63.69
"To like him first, and I have told yow why;",To like him first and I have told yow why,u Sx u S u S ux S u S,10,u Sx u S u S ux S u S,10,1,67.73
"And after that, his manhod and his pine",And after that his manhod and his pine,u Su S u Su S u Sx,10,u Su S u Su S u Sx,10,1,64.33
Made love withinne hir for to mine,Made love withinne hir for to mine,Su Sx uSx u S u Sx,9,Su Sx uSx u S u Sx,9,1,74.12
"For which, by proces and by good servise",For which by proces and by good servise,u S u Su S u S uSx,10,u S u Su S u S uSx,10,1,65.91
"He gat hir love, and in no sodein wise.",He gat hir love and in no sodein wise,u S u Sx u S u Su Sx,10,u S u Sx u S u Su Sx,10,1,78.92
"And also blisful Venus, wel araied",And also blisful Venus wel araied,u Su Su Su S uS,10,u Su Su xS u SuS,10,0,43.38
Sat in hir seventh hous of hevene tho,Sat in hir seventh hous of hevene tho,u S u Su S u Sux S,10,u S u Su S u Sux S,10,1,62.91
"Disposed wel, and with aspectes paied",Disposed wel and with aspectes paied,uSu S u S uSu S,10,uSu S u S uSx uS,10,0,49.20
To helpen sely Troilus of his wo.,To helpen sely Troilus of his wo,u Su Su Su S u S,10,u Su Su Su S u S,10,1,66.53
"And, sooth to seyn, she nas nat al a fo",And sooth to seyn she nas nat al a fo,u S u S u S u S u S,10,u S u S u S u S u S,10,1,81.47
To Troilus in his nativitee;,To Troilus in his nativitee,u SuS u S uSuS,10,u SuS u S uSuS,10,1,71.76
God woot that wel the soner spedde he.,God woot that wel the soner spedde he,u S u S u Su Su S,10,u S u S u Su Su S,10,1,64.63
Now lat us stinte of Troilus a throwe,Now lat us stinte of Troilus a throwe,u S u Sx u SuS u Sx,10,u S u Sx u SuS u Sx,10,1,80.34
"That rideth forth, and lat us tourne faste",That rideth forth and lat us tourne faste,u Su S u S u Su Sx,10,u Su S u S u Su Sx,10,1,80.50
"Unto Criseyde, that heng hir heed ful lowe",Unto Criseyde that heng hir heed ful lowe,uS uSx u S u S u Sx,10,uS uSx u S u S u Sx,10,1,78.98
"Theras she sat allone, and gan to caste",Theras she sat allone and gan to caste,uS u S uSx u S u Sx,10,uS u S uSx u S u Sx,10,1,81.06
Wheron she wolde apointe hir at the laste,Wheron she wolde apointe hir at the laste,uS u Sx uSx u S u Sx,10,uS u Sx uSx u S u Sx,10,1,77.65
If it so were hir eem ne wolde cesse,If it so were hir eem ne wolde cesse,u S u Sx u S u Su Sx,10,u S u Sx u S u Su Sx,10,1,60.54
"For Troilus, upon hir for to presse.",For Troilus upon hir for to presse,u SuS uS u S u Sx,10,u SuS uS u S u Sx,10,1,80.22
"And, Lord! so she gan in hir thought argue",And Lord so she gan in hir thought argue,u S u S u S u S uS,10,u S u S u S u S uS,10,1,72.35
In this matere of which I have yow told,In this matere of which I have yow told,u S uSx u S u Sx u S,10,u S uSx u S u Sx u S,10,1,70.91
"And what to doon best were, and what eschue",And what to doon best were and what eschue,u S u S u Sx u S uS,10,u S u S u Sx u S uS,10,1,73.73
That plited she ful ofte in many fold.,That plited she ful ofte in many fold,u Su S u Sx u Su S,10,u Su S u Sx u Su S,10,1,70.48
